song_title,artist,album,release_year,artist_genres,artist_popularity,artist_followers,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,custom_mood_tags,listener_context,embedding_text,archetype,spotify_url,seed_query,weak_label
Uplifting Dance Club Music,"House Music Party, Electronic Music, Pub Music",,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Uplifting Dance Club Music | House Music Party, Electronic Music, Pub Music | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/2zpodGmo99CYyZ2Gtr7k3h,uplifting dance,yes
Uplifting Dance Vibes,Melodality,,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Uplifting Dance Vibes | Melodality | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/4pRhjxWBN1EypUQnxu103C,uplifting dance,yes
Uplifting Steps,Florian Seraul,,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Uplifting Steps | Florian Seraul | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/3gGZgb9cund9plajTkKHJh,uplifting dance,yes
Count On Me (UpOnly 620) - Mix Cut,"Aly & Fila, Philippe El Sisi, Omar Sherif, Jaren",,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Count On Me (UpOnly 620) - Mix Cut | Aly & Fila, Philippe El Sisi, Omar Sherif, Jaren | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/0TGeFVm15zN6WPq9CjjUPv,uplifting dance,yes
Uplifting Robot,"Space Motion, Talón",,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Uplifting Robot | Space Motion, Talón | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/0d09UTSraOnPYrkwEoqoVZ,uplifting dance,yes
Swept Away - Uplifting Mix,"Matt Bukovski, Tiff Lacey",,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Swept Away - Uplifting Mix | Matt Bukovski, Tiff Lacey | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/3QLk0NCVaZTHZ1XQfwJgCY,uplifting dance,yes
Nebula (UpOnly 619) - Mix Cut,"Aly & Fila, Richard Durand",,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Nebula (UpOnly 619) - Mix Cut | Aly & Fila, Richard Durand | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/2xGvTY9bzewqimtLVx6ZpD,uplifting dance,yes
Carry Me Home (UpOnly 620) - Craig Connelly Remix - Mix Cut,"Lost Witness, Laura-Ly, Craig Connelly",,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Carry Me Home (UpOnly 620) - Craig Connelly Remix - Mix Cut | Lost Witness, Laura-Ly, Craig Connelly | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/12iI4nGQbOg8yd2zlP3YGo,uplifting dance,yes
Tears Of Steel (UpOnly 620) - Mix Cut,"XiJaro & Pitch, Clara Yates",,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Tears Of Steel (UpOnly 620) - Mix Cut | XiJaro & Pitch, Clara Yates | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/5F3QIVeE8nSpbbNWIeI6Sz,uplifting dance,yes
Better With You (UpOnly 620) - Mix Cut,"RAM, Susana, Tales Of Life, Paul Skelton",,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Better With You (UpOnly 620) - Mix Cut | RAM, Susana, Tales Of Life, Paul Skelton | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/39Gl03Fd5z040VfPOMPKFe,uplifting dance,yes
Tsunami - Instrumental Cardio Workout Mix,CrossFit Junkies,,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Tsunami - Instrumental Cardio Workout Mix | CrossFit Junkies | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/6vZWjlZoqfW0UIIt94cyKj,workout electronic,yes
Workout,Andy C,,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Workout | Andy C | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/5XH2T7g6s9b3tHFrxsWtcP,workout electronic,yes
Workout,Rendez Vous,,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Workout | Rendez Vous | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/0b59YDhNMi8tIiSQWvCCe7,workout electronic,yes
Titanium (feat. Sia),"David Guetta, Sia",,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Titanium (feat. Sia) | David Guetta, Sia | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/004cm4dIZxfnXp5nBUv5TS,workout electronic,yes
Heroes (we could be),"Alesso, Tove Lo",,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Heroes (we could be) | Alesso, Tove Lo | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/5WQ4v26hNbB8R6epWKmsrO,workout electronic,yes
Workout,"DJ Craig Gorman, Alex Hosking",,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Workout | DJ Craig Gorman, Alex Hosking | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/2a68xrYa3kxdyxKQkVuaJQ,workout electronic,yes
Magic Workout,islandman,,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Magic Workout | islandman | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/0TnHMErhQe43aDAVWEuS71,workout electronic,yes
I Need Your Love (feat. Ellie Goulding),"Calvin Harris, Ellie Goulding",,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","I Need Your Love (feat. Ellie Goulding) | Calvin Harris, Ellie Goulding | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/5C6goQ5zYkbJXkx59SQcVz,workout electronic,yes
Don't Stop Believing,"Workout Nation, Beizik, Bradley McFly",,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Don't Stop Believing | Workout Nation, Beizik, Bradley McFly | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/6C69iSUAyLdLDWpv7b8nSn,workout electronic,yes
Lights - Bassnectar Remix,"Ellie Goulding, Bassnectar",,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Lights - Bassnectar Remix | Ellie Goulding, Bassnectar | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/5P9exvsk9y6jtZQOTevxGa,workout electronic,yes
The Return Of Darkness And Evil (Mystic Festival Anthem 2026),Behemoth,,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","The Return Of Darkness And Evil (Mystic Festival Anthem 2026) | Behemoth | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/2AMroBuNM2UcOhAT05N8vH,festival anthem,yes
UMF (Ultra Music Festival Anthem),Avicii,,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","UMF (Ultra Music Festival Anthem) | Avicii | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/1OIap2AeiVhAavWyRKTSba,festival anthem,yes
ID - Ultra Music Festival Anthem,Kygo,,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","ID - Ultra Music Festival Anthem | Kygo | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/4SBqydJCEhcroni09XgT2c,festival anthem,yes
Wild & Free (Official Free Festival 2019 Freestyle Anthem) - Radio Edit,The Viper,,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Wild & Free (Official Free Festival 2019 Freestyle Anthem) - Radio Edit | The Viper | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/0iLCO8ag4wN8cKVbRHPdDk,festival anthem,yes
Fest i Holma,Pipex,,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Fest i Holma | Pipex | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/6xngCKQTKHOiSHLXuOcuOq,festival anthem,yes
No One Knows,Queens of the Stone Age,,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","No One Knows | Queens of the Stone Age | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/79Qz2xNMjm0IktJAARpQoR,festival anthem,yes
ENERGY,UNCHILD,,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","ENERGY | UNCHILD | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/3K6yAlZxPch65Xz69S2C8N,high energy pop,yes
High Energy,Evelyn Thomas,,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","High Energy | Evelyn Thomas | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/2O3JCRH7IvUUbzbxEvoVAi,high energy pop,yes
I'm Poppy,Poppy,,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","I'm Poppy | Poppy | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/0Im84bX7LT7FLt8reDr9ck,high energy pop,yes
Best Friend (feat. Doja Cat),"Saweetie, Doja Cat",,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Best Friend (feat. Doja Cat) | Saweetie, Doja Cat | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/2etHQJxIbV0soyPhelVs9Y,high energy pop,yes
High Energy - Almighty Definitive Radio Edit,Evelyn Thomas,,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","High Energy - Almighty Definitive Radio Edit | Evelyn Thomas | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/4ZnFFgAMVR1JnNCv3GhxQb,high energy pop,yes
Best Friend (feat. Doja Cat),"Saweetie, Doja Cat",,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Best Friend (feat. Doja Cat) | Saweetie, Doja Cat | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/20BOju91NaEFK5Py4VJ2pp,high energy pop,yes
Mirage (Aka La Luna aka Stasera La Luna) - Extended Version,Scotch,,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Mirage (Aka La Luna aka Stasera La Luna) - Extended Version | Scotch | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/1AfEIlMZHTtY2W0ATkYZct,high energy pop,yes
edamame,"bbno$, Rich Brian",,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","edamame | bbno$, Rich Brian | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/5iYaUYtCRJ0tyikX9vlh5I,high energy pop,yes
Trappa Rappa,Quavo,,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Trappa Rappa | Quavo | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/1YmfBSzdcuxODy862CIne6,high energy pop,yes
